,borough,neighborhood,block,lot,easement,building_class_present,address,zip_code,commmercial_units,land_sq_feet,gross_sq_feet,year_built,sale_price,sale_date
204018,4,LAURELTON,12941,94,,A2,131-43 FRANCIS LEWIS BLVD,11413,0,3560,1473,1940,0,2012-01-01
217555,2,BATHGATE,3046,42,,A1,2069 BATHGATE AVE,10457,0,1964,1424,1899,345376,2012-04-05
217598,2,BAYCHESTER,4707,70,,A5,1134 EAST 213 STREET,10469,0,2320,1813,1950,335700,2012-05-17
217599,2,BAYCHESTER,4708,48,,A5,1110 EAST 214TH STREET,10469,0,1710,1813,1945,338000,2012-02-03
217600,2,BAYCHESTER,4710,1,,A5,1127 EAST 215TH STREET,10469,0,2759,1998,1945,0,2012-12-20
217601,2,BAYCHESTER,4710,1,,A5,1127 EAST 215TH STREET,10469,0,2759,1998,1945,0,2012-03-27
217602,2,BAYCHESTER,4711,96,,A5,1323 HICKS STREET,10469,0,1995,1701,1950,357500,2012-05-04
217603,2,BAYCHESTER,4715,22,,A5,1156 EAST 221 STREET,10469,0,1842,1744,1950,180000,2012-12-19
217604,2,BAYCHESTER,4715,56,,A9,3840 LACONIA AVENUE,10469,0,2320,1690,1950,290000,2012-12-18
217605,2,BAYCHESTER,4715,61,,A9,1118 221ST STREET,10469,0,2514,1690,1950,250000,2012-12-17
217606,2,BAYCHESTER,4717,26,,A2,1460 OAKLEY STREET,10469,0,4750,2399,1930,375000,2012-11-29
217607,2,BAYCHESTER,4717,26,,A2,1460 OAKLEY STREET,10469,0,4750,2399,1930,0,2012-09-15
217608,2,BAYCHESTER,4724,12,,A1,3471 KINGSLAND AVENUE,10469,0,2288,2040,1930,267000,2012-05-21
217609,2,BAYCHESTER,4724,21,,A1,3453 KINGSLAND AVENUE,10469,0,2283,1588,1910,249600,2012-06-01
217610,2,BAYCHESTER,4725,45,,A9,1453 HICKS STREET,10469,0,1710,1690,1945,313000,2012-09-20
217611,2,BAYCHESTER,4730,10,,A1,1320 EAST 222ND,10469,0,1938,1974,1901,0,2012-08-23
217612,2,BAYCHESTER,4730,10,,A1,1320 EAST 222 STREET,10469,0,1938,1974,1901,232000,2012-08-23
217613,2,BAYCHESTER,4730,40,,A5,3408 GUNTHER AVENUE,10469,0,1710,1714,1950,346500,2012-02-15
217614,2,BAYCHESTER,4730,45,,A5,3418 GUNTHER AVENUE,10469,0,1710,1890,1950,335000,2012-12-19
217615,2,BAYCHESTER,4731,20,,A2,1378 WICKHAM AVENUE,10469,0,3040,990,1899,0,2012-05-08
217616,2,BAYCHESTER,4731,20,,A2,1378 WICKHAM AVENUE,10469,0,3040,990,1899,0,2012-04-05
217617,2,BAYCHESTER,4734,23,,A5,3341 WILSON AVENUE,10469,0,1900,1738,1940,149750,2012-05-20
217618,2,BAYCHESTER,4735,85,,A5,3312 WILSON AVE,10469,0,2217,2430,1930,265000,2012-09-14
217619,2,BAYCHESTER,4737,38,,A5,3305 FENTON AVE,10469,0,1900,1406,1945,0,2012-12-12
217620,2,BAYCHESTER,4740,43,,A5,3228 FISH AVE,10469,0,2500,1736,1935,385000,2012-06-28
217621,2,BAYCHESTER,4740,43,,A5,3228 FISH AVENUE,10469,0,2500,1736,1935,225000,2012-01-18
217622,2,BAYCHESTER,4742,7,,A5,3253 CORSA AVENUE,10469,0,1800,1260,1950,157000,2012-11-02
217623,2,BAYCHESTER,4745,8,,A5,3345 KINGSLAND AVENUE,10469,0,1710,1863,1950,0,2012-02-13
217624,2,BAYCHESTER,4745,12,,A5,3337 KINGSLAND AVENUE,10469,0,1710,1863,1950,0,2012-03-29
217625,2,BAYCHESTER,4745,39,,A1,3310 MICKLE AVENUE,10469,0,2375,1088,1920,376000,2012-09-27
217626,2,BAYCHESTER,4745,39,,A1,3310 MICKLE AVE,10469,0,2375,1088,1920,172000,2012-05-03
217627,2,BAYCHESTER,4746,16,,S1,3233 EASTCHESTER ROAD,10469,1,2650,1475,1955,230199,2012-07-18
217628,2,BAYCHESTER,4746,16,,S1,3233 EASTCHESTER ROAD,10469,1,2650,1475,1955,363163,2012-07-18
217629,2,BAYCHESTER,4746,51,,A5,3252 CORSA AVENUE,10469,0,1800,1876,1950,0,2012-07-28
217630,2,BAYCHESTER,4749,36,,A5,3301 TIEMANN AVENUE,10469,0,2850,1701,1955,0,2012-03-20
217631,2,BAYCHESTER,4765,62,,A5,3144 KINGSLAND AVENUE,10469,0,1710,1116,1955,0,2012-10-15
217632,2,BAYCHESTER,4766,5,,A2,1510 HAMMERSLEY AVENUE,10469,0,2500,905,1925,100000,2012-05-01
217633,2,BAYCHESTER,4769,26,,A2,1719 HAMMERSLEY AVENUE,10469,0,4039,900,1901,154128,2012-01-11
217634,2,BAYCHESTER,4773,19,,A5,3029 GUNTHER AVENUE,10469,0,2708,1690,1955,350000,2012-02-28
217635,2,BAYCHESTER,4778,5,,A2,3147 EDSON AVENUE,10469,0,3642,1268,1950,344750,2012-06-21
217636,2,BAYCHESTER,4780,17,,A5,3027 GRACE AVENUE,10469,0,2653,1728,1960,255000,2012-04-20
217637,2,BAYCHESTER,4780,25,,A5,3009 GRACE AVENUE,10469,0,2653,1575,1960,258000,2012-03-16
217638,2,BAYCHESTER,4780,60,,A5,3044 ELY AVENUE,10469,0,3029,1260,1960,338000,2012-02-06
217639,2,BAYCHESTER,4781,39,,A5,3007 EDSON AVENUE,10469,0,1692,1674,1955,0,2012-04-01
217640,2,BAYCHESTER,4784,23,,A1,2927 KINGSLAND AVENUE,10469,0,3555,1676,1933,0,2012-09-17
217641,2,BAYCHESTER,4784,67,,A5,1612 ADEE AVENUE,10469,0,1790,1534,1960,0,2012-05-26
217642,2,BAYCHESTER,4787,61,,A2,2842 KINGSLAND AVENUE,10469,0,3555,1100,1930,0,2012-12-06
217643,2,BAYCHESTER,4787,61,,A2,2842 KINGSLAND AVENUE,10469,0,3555,1100,1930,329000,2012-10-24
217644,2,BAYCHESTER,4789,10,,A5,2951 WICKHAM AVENUE,10469,0,2138,1480,1960,0,2012-10-15
217645,2,BAYCHESTER,4793,41,,A2,2820 GUNTHER AVENUE,10469,0,4750,1615,1935,0,2012-06-25
217646,2,BAYCHESTER,4795,37,,A5,2816 BRUNER AVENUE,10469,0,1706,1732,1965,295610,2012-02-17
217647,2,BAYCHESTER,4795,40,,A2,2822 BRUNER AVE,10469,0,4750,2580,1960,172500,2012-10-01
217648,2,BAYCHESTER,4796,5,,A2,2941 GRACE AVENUE,10469,0,4750,1000,1925,150000,2012-12-21
217649,2,BAYCHESTER,4803,43,,A5,2720 GUNTHER AVENUE,10469,0,2470,1088,1955,214120,2012-12-11
217650,2,BAYCHESTER,4884,33,,A1,3403 ELY AVENUE,10469,0,2660,828,1930,157410,2012-02-24
217651,2,BAYCHESTER,4886,30,,A2,3421 EDSON AVENUE,10469,0,2375,500,1940,65403,2012-01-19
217652,2,BAYCHESTER,4892,35,,A5,3543 GRACE AVENUE,10466,0,2100,1815,1960,0,2012-06-26
217653,2,BAYCHESTER,4898,14,,A5,1263 EAST 223RD STREET,10466,0,2233,1455,1955,305000,2012-08-10
217654,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,154500,2012-09-10
217655,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,500,2012-09-10
217656,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,500,2012-09-10
217657,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,500,2012-09-10
217658,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,500,2012-09-10
217659,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,500,2012-09-10
217660,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,500,2012-09-10
217661,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,500,2012-09-10
217662,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,500,2012-09-10
217663,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,500,2012-09-10
217664,2,BAYCHESTER,4898,46,,A5,1816 SCHIEFFELIN AVE,10466,0,2325,1674,1955,500,2012-09-10
217665,2,BAYCHESTER,4903,4,,A5,1183 EAST 224TH,10466,0,1935,1704,1950,0,2012-04-07
217666,2,BAYCHESTER,4939,13,,A5,3881 AMUNDSON AVENUE,10466,0,1800,1701,1957,365000,2012-06-14
217667,2,BAYCHESTER,4942,41,,A5,3685 HARPER AVENUE,10466,0,2381,1800,1956,280500,2012-10-15
217668,2,BAYCHESTER,4943,56,,A1,3691 SECOR AVENUE,10466,0,2856,1248,1925,339200,2012-10-03
217669,2,BAYCHESTER,4946,76,,A1,3811 SECOR AVENUE,10466,0,2375,944,1930,350000,2012-12-07
217670,2,BAYCHESTER,4946,76,,A1,3811 SECOR AVENUE,10466,0,2375,944,1930,155000,2012-07-11
217671,2,BAYCHESTER,4952,42,,A1,2286 LIGHT STREET,10466,0,3000,1246,1925,215299,2012-12-19
217672,2,BAYCHESTER,4952,51,,A1,3631 PROVOST AVENUE,10466,0,3660,1152,1925,289800,2012-05-22
217673,2,BAYCHESTER,4956,44,,A5,3939 WILDER AVENUE,10466,0,1710,1116,1959,285000,2012-09-28
217674,2,BAYCHESTER,4957,58,,A1,3917 MURDOCK AVENUE,10466,0,5000,1623,1930,210000,2012-05-09
217675,2,BAYCHESTER,4961,33,,A1,2152 STRANG AVENUE,10466,0,2750,1505,1925,380000,2012-01-25
217676,2,BAYCHESTER,4964,44,,A5,3945 HARPER AVE,10466,0,4198,1744,1959,0,2012-03-08
217677,2,BAYCHESTER,4967,10,,A2,4041 SECOR AVENUE,10466,0,5093,3538,1925,395000,2012-12-06
217678,2,BAYCHESTER,4967,36,,A1,4001 SECOR AVENUE,10466,0,2548,1936,1965,323800,2012-02-14
217679,2,BAYCHESTER,4970,1,,A1,4041 ROMBOUTS AVENUE,10466,0,2223,1282,1920,0,2012-10-15
217680,2,BAYCHESTER,4971,27,,A1,3992 ROMBOUTS AVENUE,10466,0,4025,1208,1930,0,2012-09-25
217681,2,BAYCHESTER,4971,27,,A1,3992 ROMBOUTS AVENUE,10466,0,4025,1208,1930,300000,2012-07-18
217683,2,BAYCHESTER,4977,18,,A1,4030 WICKHAM AVENUE,10466,0,2375,1184,1930,0,2012-02-22
217684,2,BAYCHESTER,4978,67,,A5,4041 ELY AVENUE,10466,0,1629,1584,1950,229000,2012-05-03
217685,2,BAYCHESTER,4979,1,,A5,4012 ELY AVENUE,10466,0,2573,1152,1940,0,2012-10-06
217686,2,BAYCHESTER,4979,21,,A5,4052 ELY AVENUE,10466,0,1710,1152,1940,235000,2013-01-01
217687,2,BAYCHESTER,4979,29,,A5,4068 ELY AVENUE,10466,0,1710,1152,1940,212500,2012-11-09
217688,2,BAYCHESTER,4979,39,,A5,4088 ELY AVENUE,10466,0,1710,1152,1940,0,2012-09-24
217689,2,BAYCHESTER,4980,59,,A1,4073 EDSON AVENUE,10466,0,2500,1472,1940,365000,2012-10-18
217690,2,BAYCHESTER,4981,57,,A5,4075 BAYCHESTER AVENUE,10466,0,1350,1782,1960,0,2012-08-17
217691,2,BAYCHESTER,4981,60,,A5,4065 BAYCHESTER AVENUE,10466,0,1575,1782,1960,315000,2012-07-18
217692,2,BAYCHESTER,4981,158,,A5,4071 BAYCHESTER AVENUE,10466,0,1350,1782,1960,355000,2012-07-20
217693,2,BAYCHESTER,4984,63,,A1,4061 MURDOCK,10466,0,2500,1930,1935,380000,2012-05-04
217694,2,BAYCHESTER,4985,2,,A5,4010 MURDOCK AVENUE,10466,0,1800,1690,1955,0,2012-02-20
217695,2,BAYCHESTER,4990,20,,A1,4047 BELL AVENUE,10466,0,5250,3217,1950,455000,2012-02-10
217696,2,BAYCHESTER,4990,52,,A1,2209 STRANG AVENUE,10466,0,2663,1224,1930,360000,2012-05-16
217697,2,BAYCHESTER,5134,1,,A1,2204 PALMER AVENUE,10475,0,2375,1922,2011,419188,2012-06-14
217698,2,BAYCHESTER,5134,2,,A1,2206 PALMER AVENUE,10475,0,2375,1922,2011,385000,2012-03-20
217699,2,BAYCHESTER,5134,18,,A2,2229-2231 BOLLER AVENUE,10475,0,2375,911,1925,145000,2012-05-14
217700,2,BAYCHESTER,5257,36,,A9,3409 DE REIMER AVE,10475,0,3750,1664,1957,360000,2012-11-20
217701,2,BAYCHESTER,5257,36,,A9,3409 DE REIMER AVENUE,10475,0,3750,1664,1957,230000,2012-01-20
217702,2,BAYCHESTER,5263,340,,A2,3412 HUNTER AVENUE,10475,0,5000,2376,1933,343000,2012-06-29
217703,2,BAYCHESTER,5654,363,,A1,3426 MC OWEN AVENUE,10475,0,5000,1640,1935,355000,2012-08-27
217704,2,BAYCHESTER,5655,8,,A5,3518 MC OWEN AVENUE,10475,0,2700,1776,1965,160000,2012-03-23
217926,2,BEDFORD PARK/NORWOOD,3283,39,,A2,2739 DECATUR AVENUE,10458,0,1502,990,1930,216097,2012-05-22
217927,2,BEDFORD PARK/NORWOOD,3287,85,,A1,2691 MARION AVENUE,10458,0,4187,1360,1910,2650000,2012-08-01
217928,2,BEDFORD PARK/NORWOOD,3287,86,,A1,2689 MARION AVENUE,10458,0,3726,1620,1899,0,2012-08-01
217930,2,BEDFORD PARK/NORWOOD,3289,37,,A1,2793 MARION AVENUE,10458,0,2057,1468,1910,0,2012-05-09
217931,2,BEDFORD PARK/NORWOOD,3289,47,,A1,2771 MARION AVENUE,10458,0,4437,874,1910,0,2012-06-12
217932,2,BEDFORD PARK/NORWOOD,3290,19,,A1,2790 BAINBRIDGE AVENUE,10458,0,2960,1736,1910,265000,2012-02-17
217933,2,BEDFORD PARK/NORWOOD,3290,19,,A1,2790 BAINBRIDGE AVENUE,10458,0,2960,1736,1910,0,2012-01-27
217934,2,BEDFORD PARK/NORWOOD,3294,67,,A1,2667 BAINBRIDGE AVENUE,10458,0,1888,1776,1915,185000,2012-06-28
217935,2,BEDFORD PARK/NORWOOD,3296,19,,A5,2870 BRIGGS AVENUE,10458,0,2094,1040,1901,203500,2012-10-10
217936,2,BEDFORD PARK/NORWOOD,3298,33,,A1,282 EAST 201 STREET,10458,0,2500,2332,1901,267500,2012-12-20
217937,2,BEDFORD PARK/NORWOOD,3312,37,,A1,215 EAST 205 STREET,10458,0,3132,2134,1910,320000,2012-04-23
217938,2,BEDFORD PARK/NORWOOD,3315,19,,A1,2732 CRESTON AVENUE,10468,0,2517,2148,1910,304200,2012-05-14
217939,2,BEDFORD PARK/NORWOOD,3315,31,,A1,2758 CRESTON AVE,10468,0,2375,1320,1910,130500,2012-11-14
217940,2,BEDFORD PARK/NORWOOD,3318,29,,A1,2808 JEROME AVENUE,10468,0,6034,1546,1910,750000,2012-12-20
217941,2,BEDFORD PARK/NORWOOD,3345,28,,A5,3163 HULL AVENUE,10467,0,1275,1504,1901,200000,2012-07-06
218105,2,BELMONT,3058,96,,A5,2455 HOFFMAN STREET,10458,0,1614,1328,1901,265000,2012-05-21
218106,2,BELMONT,3067,58,,A1,2503 ARTHUR AVENUE,10458,0,974,1040,1901,200000,2012-09-12
218196,2,BRONXDALE,4340,97,,A1,611 THWAITES PLACE,10467,0,3000,1410,1925,206000,2012-12-13
218197,2,BRONXDALE,4435,51,,A1,2507 WALLACE AVENUE,10467,0,3000,3210,1910,0,2012-07-24
218198,2,BRONXDALE,4511,27,,A1,2754 HOLLAND AVENUE,10467,0,2500,1564,1925,323300,2012-07-12
218199,2,BRONXDALE,4517,27,,S1,2752 COLDEN AVENUE,10469,1,3300,1708,1955,340000,2012-07-23
218200,2,BRONXDALE,4520,41,,A5,2745 LACONIA AVENUE,10469,0,2500,960,1950,307000,2012-01-20
218201,2,BRONXDALE,4523,63,,A5,1161 ALLERTON AVENUE,10469,0,2500,1990,1950,400000,2012-02-01
218202,2,BRONXDALE,4527,28,,A5,2756 BOUCK AVENUE,10469,0,1800,1620,1950,0,2012-12-07
218203,2,BRONXDALE,4531,55,,A1,2737 MORGAN AVENUE,10469,0,2500,926,1920,280000,2012-02-28
218204,2,BRONXDALE,4535,11,,A1,2712 WOODHULL AVENUE,10469,0,2134,1536,1955,305000,2012-12-07
218205,2,BRONXDALE,4535,20,,A2,2730 WOODHULL AVENUE,10469,0,4888,3639,1930,0,2012-10-13
218206,2,BRONXDALE,4535,26,,A1,2750 WOODHULL AVENUE,10469,0,4160,2286,1930,415000,2012-06-15
218207,2,BRONXDALE,4535,35,,A1,2766 WOODHULL AVENUE,10469,0,3750,2034,1925,340000,2012-06-11
218208,2,BRONXDALE,4535,74,,A5,2717 MICKLE AVENUE,10469,0,3060,1639,1955,500000,2012-11-19
218209,2,BRONXDALE,4536,6,,A1,1581 ALLERTON AVENUE,10469,0,2025,768,1960,240000,2012-05-10
218210,2,BRONXDALE,4536,51,,A5,2717 WESTERVELT AVENUE,10469,0,2500,1672,1970,250000,2012-11-14
218211,2,BRONXDALE,4539,10,,A2,1655 ALLERTON AVENUE,10469,0,5000,1077,1920,395000,2012-07-19
218212,2,BRONXDALE,4546,1,,S1,2901 CRUGER AVENUE,10467,1,4515,3592,1940,0,2012-02-28
218213,2,BRONXDALE,4556,52,,A5,2947 LURTING AVENUE,10469,0,2100,1296,1950,360000,2012-06-29
218214,2,BRONXDALE,4558,58,,A5,2913 YATES AVENUE,10469,0,1800,1863,1970,363500,2012-12-05
218215,2,BRONXDALE,4558,58,,A5,2913 YATES AVENUE,10469,0,1800,1863,1970,210000,2012-06-22
218216,2,BRONXDALE,4559,33,,A5,2946 YATES AVENUE,10469,0,2500,1584,1955,5000,2012-02-10
218217,2,BRONXDALE,4562,2,,A5,1241 ARNOW AVENUE,10469,0,1800,1912,1945,0,2012-04-20
218218,2,BRONXDALE,4563,27,,A5,2934 THROOP AVE,10469,0,2450,1824,1945,1,2012-11-13
218219,2,BRONXDALE,4588,132,,A5,3059 WILSON AVENUE,10469,0,1350,1782,1965,0,2012-12-20
218220,2,BRONXDALE,4594,10,,A5,3224 BARKER AVENUE,10467,0,2160,1575,1956,285000,2012-08-17
218221,2,BRONXDALE,4594,110,,A5,3226 BARKER AVENUE,10467,0,2160,1575,1950,265000,2012-04-09
218222,2,BRONXDALE,4607,37,,A2,3315 BRONXWOOD AVENUE,10469,0,2515,1112,1910,319060,2012-12-24
218223,2,BRONXDALE,4607,37,,A2,3315 BRONXWOOD AVENUE,10469,0,2515,1112,1910,130000,2012-01-18
218224,2,BRONXDALE,4607,129,,A5,808 BARTHOLDI STREET,10467,0,1615,1392,1960,0,2012-09-06
218225,2,BRONXDALE,4608,24,,A1,3244 BRONXWOOD AVENUE,10469,0,2500,1476,1960,270300,2012-12-07
218226,2,BRONXDALE,4617,4,,A5,3205 PEARSALL AVENUE,10469,0,1800,1620,1955,315000,2012-02-01
218227,2,BRONXDALE,4617,17,,A5,3220 TENBROECK AVENUE,10469,0,1800,1420,1950,309000,2012-11-15
218228,2,BRONXDALE,4617,22,,A5,3230 TENBROECK AVENUE,10469,0,1800,1420,1950,210000,2012-11-08
218229,2,BRONXDALE,4617,22,,A5,3230 TENBROECK AVENUE,10469,0,1800,1420,1950,0,2012-07-27
218230,2,BRONXDALE,4623,71,,A5,657A ROSEWOOD STREET,10467,0,1678,1860,1950,0,2013-01-01
218231,2,BRONXDALE,4627,26,,A5,3443 OLINVILLE AVENUE,10467,0,1944,1836,1945,175000,2012-08-15
218232,2,BRONXDALE,4627,26,,A5,3443 OLINVILLE AVENUE,10467,0,1944,1836,1945,40000,2012-08-15
218233,2,BRONXDALE,4627,26,,A5,3443 OLINVILLE AVENUE,10467,0,1944,1836,1945,15000,2012-08-15
218234,2,BRONXDALE,4627,26,,A5,3443 OLINVILLE AVENUE,10467,0,1944,1836,1945,15000,2012-08-15
218235,2,BRONXDALE,4631,129,,A5,3375 WALLACE AVENUE,10467,0,1900,1160,1945,230000,2012-10-19
218392,2,CASTLE HILL/UNIONPORT,3507,43,,A5,449 OLMSTEAD,10473,0,1980,1594,1965,0,2012-01-17
218393,2,CASTLE HILL/UNIONPORT,3509,17,,A5,426 TORRY AVENUE,10473,0,1949,1944,1965,0,2012-10-24
218394,2,CASTLE HILL/UNIONPORT,3509,61,,A2,405 HOWE AVENUE,10473,0,3564,945,1958,230000,2012-07-12
218395,2,CASTLE HILL/UNIONPORT,3533,47,,A5,2068 RANDALL AVENUE,10473,0,2200,1394,1981,309920,2012-12-19
218396,2,CASTLE HILL/UNIONPORT,3575,35,,A5,2210 SEWARD AVENUE,10473,0,3000,1152,1965,320000,2012-12-01
218397,2,CASTLE HILL/UNIONPORT,3608,67,,A2,2049 HOMER AVENUE,10473,0,2250,1540,1960,290000,2012-08-23
218398,2,CASTLE HILL/UNIONPORT,3613,6,,A2,2261 SEWARD AVENUE,10473,0,3758,1104,1965,312000,2012-02-01
218399,2,CASTLE HILL/UNIONPORT,3613,45,,A1,2230 HOMER AVENUE,10473,0,2500,1674,1915,350000,2012-12-07
218400,2,CASTLE HILL/UNIONPORT,3615,4,,A1,2269 VIRGIL PLACE,10473,0,2900,1620,1960,0,2012-12-26
218401,2,CASTLE HILL/UNIONPORT,3679,54,,A5,2057 TURNBULL AVENUE,10473,0,2060,2184,1940,345000,2012-09-20
218402,2,CASTLE HILL/UNIONPORT,3679,54,,A5,2057 TURNBULL AVENUE,10473,0,2060,2184,1940,191500,2012-03-20
218403,2,CASTLE HILL/UNIONPORT,3679,71,,A5,2017 TURNBULL AVENUE,10473,0,2060,2009,1940,284000,2012-02-13
218404,2,CASTLE HILL/UNIONPORT,3680,62,,A5,2035 HERMANY AVENUE,10473,0,2987,1680,1988,350000,2012-10-11
218405,2,CASTLE HILL/UNIONPORT,3694,67,,A1,2229 QUIMBY AVENUE,10473,0,5150,2060,1920,0,2012-11-14
218406,2,CASTLE HILL/UNIONPORT,3694,69,,A1,2223 QUIMBY AVENUE,10473,0,5150,1960,1925,0,2012-01-24
218407,2,CASTLE HILL/UNIONPORT,3791,14,,A5,1938 POWELL AVENUE,10472,0,1854,1152,1950,200000,2012-12-04
218408,2,CASTLE HILL/UNIONPORT,3792,5,,A5,1168 VIRGINIA AVENUE,10472,0,2660,960,1960,220000,2012-01-20
218409,2,CASTLE HILL/UNIONPORT,3808,79,,A1,2119 BLACKROCK AVENUE,10472,0,3047,1219,1920,500000,2012-06-21
218410,2,CASTLE HILL/UNIONPORT,3816,76,,A1,2217 CHATTERTON AVENUE,10472,0,2575,1712,1920,0,2012-09-17
218496,2,CITY ISLAND,5625,11,,A2,106 HORTON STREET,10464,0,7513,848,1920,400000,2012-08-20
218497,2,CITY ISLAND,5625,177,,A2,73 BUCKLEY STREET,10464,0,4500,1500,1915,470000,2012-09-13
218498,2,CITY ISLAND,5625,216,,A1,78 BUCKLEY STREET,10464,0,2654,1388,1925,0,2012-08-08
218499,2,CITY ISLAND,5626,201,,A1,74 PELL PLACE,10464,0,3159,1320,1925,430000,2012-10-12
218500,2,CITY ISLAND,5626,230,,A2,75 PELL PLACE,10464,0,4750,1913,1925,337000,2012-07-10
218501,2,CITY ISLAND,5626,234,,A2,63 PELL PLACE,10464,0,4750,1195,1925,267900,2012-03-15
218502,2,CITY ISLAND,5626,234,,A2,63 PELL PLACE,10464,0,4750,1195,1925,0,2012-03-15
218503,2,CITY ISLAND,5626,269,,A1,62 EARLEY STREET,10464,0,2375,1120,1925,455000,2012-09-05
218504,2,CITY ISLAND,5628,48,,A6,25C SCHOFIELD STREET,10464,0,1236,528,1920,0,2012-06-03
218505,2,CITY ISLAND,5629,157,,A6,29 CARROLL STREET,10464,0,2497,722,1935,0,2012-11-13
218506,2,CITY ISLAND,5629,251,,A1,87 CAROLL STREET,10464,0,3868,1662,1899,121500,2012-09-14
218507,2,CITY ISLAND,5630,1,,A5,308 WILLIAM AVENUE,10464,0,3724,1836,1965,0,2012-07-05
218508,2,CITY ISLAND,5630,76,,A5,302 WILLIAM AVENUE,10464,0,2393,1836,1965,0,2012-11-27
218509,2,CITY ISLAND,5631,11,,A2,18 BAY STREET,10464,0,5000,994,1940,289500,2012-03-28
218510,2,CITY ISLAND,5631,42,,A1,47 FORDHAM STREET,10464,0,2770,577,1920,290000,2012-08-03
218511,2,CITY ISLAND,5631,120,,A2,96 BAY STREET,10464,0,2500,735,1920,350000,2012-06-15
218512,2,CITY ISLAND,5632,162,,A1,91 BAY STREET,10464,0,6242,1728,1945,460000,2012-05-24
218513,2,CITY ISLAND,5635,37,,A2,523 MINNIEFORD AVENUE,10464,0,2500,774,1930,0,2012-09-19
218514,2,CITY ISLAND,5637,82,,A1,168 ROCHELLE STREET,10464,0,5225,2332,1920,0,2012-03-01
218515,2,CITY ISLAND,5642,109,,A1,181 SCHOFIELD STREET,10464,0,5664,1510,1900,425000,2012-11-20
218516,2,CITY ISLAND,5645,50,,A2,165 DITMARS STREET,10464,0,5000,1170,1945,0,2012-02-20
218517,2,CITY ISLAND,5645,58,,A2,420 MINNIEFORD AVENUE,10464,0,2500,599,1930,280000,2012-02-08
218518,2,CITY ISLAND,5645,68,,A2,449 KING AVENUE,10464,0,5000,1154,1940,440000,2012-03-08
218519,2,CITY ISLAND,5646,21,,A1,489 MINNIEFORD AVENUE,10464,0,2193,1304,1986,280000,2012-03-15
218520,2,CITY ISLAND,5646,22,,A6,487 MINNIEFORD AVENUE,10464,0,2739,744,1940,282000,2012-02-15
218521,2,CITY ISLAND,5646,22,,A6,487 MINNIEFORD AVENUE,10464,0,2739,744,1940,0,2012-02-15
218522,2,CITY ISLAND,5646,145,,A2,217 BOWNE STREET,10464,0,13400,1401,1930,0,2012-03-07
218523,2,CITY ISLAND,5648,28,,A1,625 KING AVENUE,10464,0,5000,2043,1925,598000,2012-07-27
218524,2,CITY ISLAND,5648,120,,A1,606 KING AVENUE,10464,0,8900,2120,1925,640500,2012-08-22
218525,2,CITY ISLAND,5648,120,,A1,606 KING AVENUE,10464,0,8900,2120,1925,74500,2012-08-22
218526,2,CITY ISLAND,5648,260,,A1,740 KING AVENUE,10464,0,3500,1650,1986,10,2012-11-20
218527,2,CITY ISLAND,5648,269,,A2,722 KING AVENUE,10464,0,3746,1539,1939,150000,2012-02-27
218561,2,COUNTRY CLUB,5414,189,,A1,3279 RADIO DRIVE,10465,0,2975,1480,1925,0,2012-12-20
218568,2,CITY ISLAND-PELHAM STRIP,5651,1,,A7,20 SHORE ROAD,10803,0,32202,7122,1920,0,2012-10-16
218569,2,CITY ISLAND-PELHAM STRIP,5652,105,,A1,125 PARK DRIVE,10803,0,7500,1848,1940,635000,2012-09-28
218570,2,CITY ISLAND-PELHAM STRIP,5652,175,,A3,4 PEACE STREET,10803,0,18227,8421,1986,0,2012-12-20
218571,2,CO-OP CITY,5245,23,,A2,3315 DELAVALL AVENUE,10475,0,3750,1080,1920,175000,2012-12-16
218572,2,CO-OP CITY,5245,43,,A2,3312 ROMBOUTS AVENUE,10475,0,2500,1208,1920,177450,2012-03-15
218575,2,COUNTRY CLUB,5316,42,,A5,1107 ELLSWORTH AVENUE,10465,0,1710,1890,1960,0,2012-11-17
218576,2,COUNTRY CLUB,5320,17,,A5,1116 ELLSWORTH AVENUE,10465,0,1444,1653,1960,400400,2012-06-01
218577,2,COUNTRY CLUB,5321,1,,A5,1101 VINCENT AVENUE,10465,0,2692,1296,1960,412500,2012-10-04
218578,2,COUNTRY CLUB,5321,28,,A5,3190 FAIRMOUNT AVENUE,10465,0,2209,1926,1950,0,2012-06-22
